vm_id,current_size,current_cost,recommended_size,new_cost,monthly_savings
vm-104821,Standard_D1s_v3,38.99,Standard_B1s,7.59,31.400000000000002
vm-101420,Standard_D1s_v3,38.99,Standard_B1s,7.59,31.400000000000002
vm-100155,Standard_D1s_v3,38.97,Standard_B1s,7.59,31.38
vm-103754,Standard_D1s_v3,38.97,Standard_B1s,7.59,31.38
vm-100375,Standard_D1s_v3,38.97,Standard_B1s,7.59,31.38
vm-100387,Standard_D1s_v3,38.96,Standard_B1s,7.59,31.37
vm-101887,Standard_D1s_v3,38.96,Standard_B1s,7.59,31.37
vm-102572,Standard_D1s_v3,38.96,Standard_B2s,30.37,8.59
vm-102285,Standard_D1s_v3,38.95,Standard_B1s,7.59,31.360000000000003
vm-100141,Standard_D1s_v3,38.95,Standard_B2s,30.37,8.580000000000002
vm-101326,Standard_D1s_v3,38.95,Standard_B2s,30.37,8.580000000000002
vm-101046,Standard_D1s_v3,38.95,Standard_B1s,7.59,31.360000000000003
vm-103363,Standard_D1s_v3,38.95,Standard_B2s,30.37,8.580000000000002
vm-101000,Standard_D1s_v3,38.94,Standard_B2s,30.37,8.569999999999997
vm-102707,Standard_D1s_v3,38.93,Standard_B2s,30.37,8.559999999999999
vm-103216,Standard_D1s_v3,38.93,Standard_B2s,30.37,8.559999999999999
vm-102176,Standard_D1s_v3,38.91,Standard_B1s,7.59,31.319999999999997
vm-103350,Standard_D1s_v3,38.91,Standard_B2s,30.37,8.539999999999996
vm-104229,Standard_D1s_v3,38.91,Standard_B2s,30.37,8.539999999999996
vm-102771,Standard_D1s_v3,38.91,Standard_B2s,30.37,8.539999999999996
vm-102997,Standard_D1s_v3,38.9,Standard_B1s,7.59,31.31
vm-103224,Standard_D1s_v3,38.9,Standard_B2s,30.37,8.529999999999998
vm-103202,Standard_D1s_v3,38.88,Standard_B2s,30.37,8.510000000000002
vm-100022,Standard_D1s_v3,38.88,Standard_B2s,30.37,8.510000000000002
vm-100250,Standard_D1s_v3,38.88,Standard_B1s,7.59,31.290000000000003
vm-100867,Standard_D1s_v3,38.88,Standard_B2s,30.37,8.510000000000002
vm-102914,Standard_D1s_v3,38.87,Standard_B2s,30.37,8.499999999999996
vm-101816,Standard_D1s_v3,38.84,Standard_B1s,7.59,31.250000000000004
vm-102669,Standard_D1s_v3,38.84,Standard_B2s,30.37,8.470000000000002
vm-102522,Standard_D1s_v3,38.84,Standard_B2s,30.37,8.470000000000002
vm-100105,Standard_D1s_v3,38.84,Standard_B1s,7.59,31.250000000000004
vm-104154,Standard_D1s_v3,38.84,Standard_B1s,7.59,31.250000000000004
vm-100638,Standard_D1s_v3,38.84,Standard_B1s,7.59,31.250000000000004
vm-100386,Standard_D1s_v3,38.83,Standard_B1s,7.59,31.24
vm-104914,Standard_D1s_v3,38.83,Standard_B1s,7.59,31.24
vm-103728,Standard_D1s_v3,38.83,Standard_B1s,7.59,31.24
vm-102217,Standard_D1s_v3,38.82,Standard_B1s,7.59,31.23
vm-100044,Standard_D1s_v3,38.82,Standard_B2s,30.37,8.45
vm-102323,Standard_D1s_v3,38.82,Standard_B1s,7.59,31.23
vm-100189,Standard_D1s_v3,38.82,Standard_B2s,30.37,8.45
vm-101765,Standard_D1s_v3,38.82,Standard_B2s,30.37,8.45
vm-100728,Standard_D1s_v3,38.81,Standard_B1s,7.59,31.220000000000002
vm-104649,Standard_D1s_v3,38.81,Standard_B2s,30.37,8.440000000000001
vm-102557,Standard_D1s_v3,38.8,Standard_B2s,30.37,8.429999999999996
vm-102810,Standard_D1s_v3,38.8,Standard_B2s,30.37,8.429999999999996
vm-100493,Standard_D1s_v3,38.8,Standard_B2s,30.37,8.429999999999996
vm-101560,Standard_B2s,22.65,Standard_B1s,7.59,15.059999999999999
vm-101385,Standard_B2s,22.63,Standard_B1s,7.59,15.04
vm-104738,Standard_B2s,22.62,Standard_B1s,7.59,15.030000000000001
vm-103921,Standard_B2s,22.61,Standard_B1s,7.59,15.02
vm-104997,Standard_B2s,22.61,Standard_B1s,7.59,15.02
vm-102645,Standard_B2s,22.6,Standard_B1s,7.59,15.010000000000002
vm-102419,Standard_B2s,22.56,Standard_B1s,7.59,14.969999999999999
vm-103823,Standard_B2s,22.55,Standard_B1s,7.59,14.96
vm-100787,Standard_B2s,22.54,Standard_B1s,7.59,14.95
vm-102750,Standard_B2s,22.52,Standard_B1s,7.59,14.93
vm-104276,Standard_B2s,22.51,Standard_B1s,7.59,14.920000000000002
vm-100870,Standard_B2s,22.5,Standard_B1s,7.59,14.91
vm-104853,Standard_B2s,22.49,Standard_B1s,7.59,14.899999999999999
vm-100516,Standard_B2s,22.48,Standard_B1s,7.59,14.89
vm-104232,Standard_B2s,22.45,Standard_B1s,7.59,14.86
vm-101840,Standard_B2s,22.45,Standard_B1s,7.59,14.86
vm-103145,Standard_B2s,22.44,Standard_B1s,7.59,14.850000000000001
vm-103286,Standard_B2s,22.43,Standard_B1s,7.59,14.84
vm-104115,Standard_B2s,22.41,Standard_B1s,7.59,14.82
vm-100965,Standard_B2s,22.41,Standard_B1s,7.59,14.82
vm-103194,Standard_B2s,22.4,Standard_B1s,7.59,14.809999999999999
vm-100739,Standard_B2s,22.37,Standard_B1s,7.59,14.780000000000001
vm-104277,Standard_B2s,22.32,Standard_B1s,7.59,14.73
vm-102920,Standard_B2s,22.32,Standard_B1s,7.59,14.73
vm-104769,Standard_B2s,22.32,Standard_B1s,7.59,14.73
vm-104239,Standard_B2s,22.32,Standard_B1s,7.59,14.73
vm-104477,Standard_B2s,22.27,Standard_B1s,7.59,14.68
vm-103961,Standard_B2s,22.27,Standard_B1s,7.59,14.68
vm-100348,Standard_B2s,22.26,Standard_B1s,7.59,14.670000000000002
vm-104460,Standard_B2s,22.26,Standard_B1s,7.59,14.670000000000002
vm-101488,Standard_B2s,22.25,Standard_B1s,7.59,14.66
vm-102652,Standard_B2s,22.23,Standard_B1s,7.59,14.64
vm-101907,Standard_B2s,22.23,Standard_B1s,7.59,14.64
vm-103901,Standard_B2s,22.23,Standard_B1s,7.59,14.64
vm-104180,Standard_B2s,22.22,Standard_B1s,7.59,14.629999999999999
vm-100216,Standard_B2s,22.19,Standard_B1s,7.59,14.600000000000001
vm-101963,Standard_B2s,22.19,Standard_B1s,7.59,14.600000000000001
vm-103306,Standard_B2s,22.17,Standard_B1s,7.59,14.580000000000002
vm-102651,Standard_B2s,22.16,Standard_B1s,7.59,14.57
vm-101128,Standard_B2s,22.15,Standard_B1s,7.59,14.559999999999999
vm-100365,Standard_B2s,22.15,Standard_B1s,7.59,14.559999999999999
vm-103816,Standard_B2s,22.13,Standard_B1s,7.59,14.54
vm-100000,Standard_B2s,22.11,Standard_B1s,7.59,14.52
vm-103677,Standard_B2s,22.11,Standard_B1s,7.59,14.52
vm-100465,Standard_B2s,22.08,Standard_B1s,7.59,14.489999999999998
vm-102016,Standard_B2s,22.06,Standard_B1s,7.59,14.469999999999999
vm-103575,Standard_B2s,22.06,Standard_B1s,7.59,14.469999999999999
vm-101325,Standard_B2s,22.04,Standard_B1s,7.59,14.45
vm-103716,Standard_B2s,22.03,Standard_B1s,7.59,14.440000000000001
vm-104750,Standard_B2s,22.02,Standard_B1s,7.59,14.43
vm-104931,Standard_B2s,22.01,Standard_B1s,7.59,14.420000000000002
vm-103479,Standard_B2s,22.01,Standard_B1s,7.59,14.420000000000002
vm-104425,Standard_B2s,22.0,Standard_B1s,7.59,14.41
vm-102089,Standard_B2s,21.99,Standard_B1s,7.59,14.399999999999999
vm-103582,Standard_B2s,21.98,Standard_B1s,7.59,14.39
vm-104318,Standard_B2s,21.97,Standard_B1s,7.59,14.379999999999999
vm-104465,Standard_B2s,21.97,Standard_B1s,7.59,14.379999999999999
vm-101099,Standard_B2s,21.97,Standard_B1s,7.59,14.379999999999999
vm-100817,Standard_B2s,21.96,Standard_B1s,7.59,14.370000000000001
vm-103013,Standard_B2s,21.95,Standard_B1s,7.59,14.36
vm-103694,Standard_B2s,21.94,Standard_B1s,7.59,14.350000000000001
vm-101068,Standard_B2s,21.93,Standard_B1s,7.59,14.34
vm-100394,Standard_B2s,21.93,Standard_B1s,7.59,14.34
vm-102578,Standard_B2s,21.91,Standard_B1s,7.59,14.32
vm-103278,Standard_B2s,21.87,Standard_B1s,7.59,14.280000000000001
vm-100980,Standard_B2s,21.84,Standard_B1s,7.59,14.25
vm-103830,Standard_B2s,21.84,Standard_B1s,7.59,14.25
vm-103254,Standard_B2s,21.82,Standard_B1s,7.59,14.23
vm-103510,Standard_B2s,21.82,Standard_B1s,7.59,14.23
vm-102281,Standard_B2s,21.82,Standard_B1s,7.59,14.23
vm-101769,Standard_B2s,21.81,Standard_B1s,7.59,14.219999999999999
vm-100392,Standard_B2s,21.81,Standard_B1s,7.59,14.219999999999999
vm-104163,Standard_B2s,21.79,Standard_B1s,7.59,14.2
vm-103258,Standard_B2s,21.78,Standard_B1s,7.59,14.190000000000001
vm-104448,Standard_B2s,21.76,Standard_B1s,7.59,14.170000000000002
vm-101891,Standard_B2s,21.76,Standard_B1s,7.59,14.170000000000002
vm-104670,Standard_B2s,21.75,Standard_B1s,7.59,14.16
vm-102880,Standard_B2s,21.74,Standard_B1s,7.59,14.149999999999999
vm-101491,Standard_B2s,21.73,Standard_B1s,7.59,14.14
vm-104785,Standard_B2s,21.72,Standard_B1s,7.59,14.129999999999999
vm-101486,Standard_B2s,21.71,Standard_B1s,7.59,14.120000000000001
vm-104822,Standard_B2s,21.69,Standard_B1s,7.59,14.100000000000001
vm-100085,Standard_B2s,21.69,Standard_B1s,7.59,14.100000000000001
vm-100736,Standard_B2s,21.67,Standard_B1s,7.59,14.080000000000002
vm-103234,Standard_B2s,21.67,Standard_B1s,7.59,14.080000000000002
vm-103453,Standard_B2s,21.65,Standard_B1s,7.59,14.059999999999999
vm-104011,Standard_B2s,21.65,Standard_B1s,7.59,14.059999999999999
vm-102839,Standard_B2s,21.64,Standard_B1s,7.59,14.05
vm-103976,Standard_B2s,21.64,Standard_B1s,7.59,14.05
vm-102199,Standard_B2s,21.61,Standard_B1s,7.59,14.02
vm-102564,Standard_B2s,21.61,Standard_B1s,7.59,14.02
vm-103532,Standard_B2s,21.61,Standard_B1s,7.59,14.02
vm-104940,Standard_B2s,21.58,Standard_B1s,7.59,13.989999999999998
vm-100023,Standard_B2s,21.58,Standard_B1s,7.59,13.989999999999998
vm-101680,Standard_B2s,21.57,Standard_B1s,7.59,13.98
vm-104294,Standard_B2s,21.56,Standard_B1s,7.59,13.969999999999999
vm-102337,Standard_B2s,21.56,Standard_B1s,7.59,13.969999999999999
vm-100783,Standard_B2s,21.53,Standard_B1s,7.59,13.940000000000001
vm-102676,Standard_B2s,21.51,Standard_B1s,7.59,13.920000000000002
vm-100753,Standard_B2s,21.49,Standard_B1s,7.59,13.899999999999999
vm-102368,Standard_B2s,21.49,Standard_B1s,7.59,13.899999999999999
vm-102437,Standard_B2s,21.47,Standard_B1s,7.59,13.879999999999999
vm-104226,Standard_B2s,21.46,Standard_B1s,7.59,13.870000000000001
vm-104851,Standard_B2s,21.45,Standard_B1s,7.59,13.86
vm-104610,Standard_B2s,21.44,Standard_B1s,7.59,13.850000000000001
vm-104250,Standard_B2s,21.43,Standard_B1s,7.59,13.84
vm-100837,Standard_B2s,21.4,Standard_B1s,7.59,13.809999999999999
vm-101768,Standard_B2s,21.4,Standard_B1s,7.59,13.809999999999999
vm-100827,Standard_B2s,21.39,Standard_B1s,7.59,13.8
vm-101498,Standard_B2s,21.38,Standard_B1s,7.59,13.79
vm-103017,Standard_B2s,21.36,Standard_B1s,7.59,13.77
vm-101677,Standard_B2s,21.36,Standard_B1s,7.59,13.77
vm-103503,Standard_B1s,8.24,Standard_B1s,7.59,0.6500000000000004
vm-100794,Standard_B1s,8.24,Standard_B1s,7.59,0.6500000000000004
vm-104411,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-101135,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-102080,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-101033,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-100436,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-100145,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-101038,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-104673,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-102194,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-101318,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-103791,Standard_B1s,8.23,Standard_B1s,7.59,0.6400000000000006
vm-102905,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-104027,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-102554,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-102516,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-101034,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-102996,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-104210,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-100587,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-100058,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-103929,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-103061,Standard_B1s,8.22,Standard_B1s,7.59,0.6300000000000008
vm-104388,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-101813,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-102396,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-104951,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-104687,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-101693,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-100237,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-100655,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-103874,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-102739,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-100434,Standard_B1s,8.21,Standard_B1s,7.59,0.620000000000001
vm-103769,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-104613,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-104833,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-103912,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-104666,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-102037,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-100400,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-104747,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-103953,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-101592,Standard_B1s,8.2,Standard_B1s,7.59,0.6099999999999994
vm-103760,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-101481,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-102224,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-104650,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-103127,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-101523,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-103600,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-101161,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-101520,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-101714,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-101940,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-100318,Standard_B1s,8.19,Standard_B1s,7.59,0.5999999999999996
vm-101628,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-104552,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-101710,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-104898,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-101365,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-101535,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-103999,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-100407,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-104800,Standard_B1s,8.18,Standard_B1s,7.59,0.5899999999999999
vm-100718,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-102110,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-102342,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-102533,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-100775,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-102279,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-101890,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-104512,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-104497,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-101960,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-104896,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-100556,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-103087,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-101593,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-101790,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-104978,Standard_B1s,8.17,Standard_B1s,7.59,0.5800000000000001
vm-104611,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-100460,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-103825,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-101349,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-104389,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-103382,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-100042,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-102455,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-101339,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-101289,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-101132,Standard_B1s,8.16,Standard_B1s,7.59,0.5700000000000003
vm-100470,Standard_B1s,8.15,Standard_B1s,7.59,0.5600000000000005
vm-102858,Standard_B1s,8.15,Standard_B1s,7.59,0.5600000000000005
vm-104434,Standard_B1s,8.15,Standard_B1s,7.59,0.5600000000000005
vm-100930,Standard_B1s,8.15,Standard_B1s,7.59,0.5600000000000005
vm-104003,Standard_B1s,8.15,Standard_B1s,7.59,0.5600000000000005
vm-104457,Standard_B1s,8.15,Standard_B1s,7.59,0.5600000000000005
vm-103730,Standard_B1s,8.14,Standard_B1s,7.59,0.5500000000000007
vm-103523,Standard_B1s,8.14,Standard_B1s,7.59,0.5500000000000007
vm-101413,Standard_B1s,8.14,Standard_B1s,7.59,0.5500000000000007
vm-101465,Standard_B1s,8.14,Standard_B1s,7.59,0.5500000000000007
vm-101201,Standard_B1s,8.14,Standard_B1s,7.59,0.5500000000000007
vm-104236,Standard_B1s,8.14,Standard_B1s,7.59,0.5500000000000007
vm-102644,Standard_B1s,8.14,Standard_B1s,7.59,0.5500000000000007
vm-103654,Standard_B1s,8.14,Standard_B1s,7.59,0.5500000000000007
vm-100650,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-103217,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-101246,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-103480,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-102760,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-104097,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-103018,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-102060,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-103033,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-101156,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-102201,Standard_B1s,8.13,Standard_B1s,7.59,0.5400000000000009
vm-100563,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-102604,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-100205,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-104032,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-104838,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-103042,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-100628,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-101391,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-103535,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-101275,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-103122,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-104208,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-103542,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-104089,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-100586,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-102329,Standard_B1s,8.12,Standard_B1s,7.59,0.5299999999999994
vm-104563,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-103470,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-102413,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-103078,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-104328,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-100882,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-100068,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-102154,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-103551,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-104085,Standard_B1s,8.11,Standard_B1s,7.59,0.5199999999999996
vm-102118,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-104393,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-102796,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-104066,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-104065,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-104254,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-100945,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-101721,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-103872,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-102393,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-103717,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-104856,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-101697,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-103855,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-103107,Standard_B1s,8.1,Standard_B1s,7.59,0.5099999999999998
vm-100562,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-101650,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-102510,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-101939,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-101788,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-103098,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-104630,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-100846,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-101950,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-100262,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-104871,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-102283,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-101585,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-104730,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-101637,Standard_B1s,8.09,Standard_B1s,7.59,0.5
vm-104455,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-102932,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-103511,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-101597,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-101814,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-100539,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-101884,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-101100,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-102308,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-102294,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-104742,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-103058,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-101291,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-100374,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-102238,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-104780,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-100588,Standard_B1s,8.08,Standard_B1s,7.59,0.4900000000000002
vm-101797,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-101798,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-102246,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-102586,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-104400,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-101903,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-103113,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-104009,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-104305,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-102298,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-103634,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-102010,Standard_B1s,8.07,Standard_B1s,7.59,0.4800000000000004
vm-100424,Standard_B1s,8.06,Standard_B1s,7.59,0.47000000000000064
vm-103545,Standard_B1s,8.06,Standard_B1s,7.59,0.47000000000000064
vm-100486,Standard_B1s,8.06,Standard_B1s,7.59,0.47000000000000064
vm-102599,Standard_B1s,8.06,Standard_B1s,7.59,0.47000000000000064
vm-104372,Standard_B1s,8.06,Standard_B1s,7.59,0.47000000000000064
vm-102632,Standard_B1s,8.06,Standard_B1s,7.59,0.47000000000000064
vm-100111,Standard_B1s,8.06,Standard_B1s,7.59,0.47000000000000064
