vm_id,cluster_id,cluster_vm_count,current_size,cpu_cores,ram_gb,monthly_cost_usd,avg_cpu_usage_percent,avg_ram_usage_percent,cluster_avg_cpu_percent,cluster_avg_ram_percent
vm-104130,cluster-44,93,Standard_D1s_v3,1,3,40.71,30,51.06,29.77021505,34.46806452
vm-104131,cluster-9,107,Standard_D1s_v3,1,3,39.61,39.98,71.28,28.79214953,31.77672897
vm-104132,cluster-41,98,Standard_F4s_v2,4,8,107.73,17.04,14.36,27.47755102,29.77244898
vm-104133,cluster-18,114,Standard_E2s_v3,2,16,123.37,50.68,45.55,29.90236842,30.61052632
vm-104134,cluster-50,99,Standard_E2s_v3,2,16,119.73,95.83,82.71,30.89232323,34.41474747
vm-104135,cluster-29,108,Standard_B1s,1,1,8.01,17.06,22.9,29.33583333,30.73490741
vm-104136,cluster-39,113,Standard_DS3_v2,4,8,131.42,65.05,39.17,28.6359292,30.87619469
vm-104137,cluster-27,85,Standard_D1s_v3,1,3,39.47,45.96,80,31.456,34.09611765
vm-104138,cluster-36,96,Standard_F4s_v2,4,8,112.2,81.24,82.66,31.16125,32.08541667
vm-104139,cluster-45,86,Standard_D2s_v3,2,8,69.22,28.8,19.95,27.955,31.71430233
vm-104140,cluster-17,106,Standard_B2s,2,4,21.95,20.78,21.48,32.69113208,34.37858491
vm-104141,cluster-34,89,Standard_B1s,1,1,7.99,19.71,18.8,32.59314607,34.07651685
vm-104142,cluster-46,84,Standard_B1s,1,1,7.96,5.8,11.23,29.13321429,31.1272619
vm-104143,cluster-3,100,Standard_E4s_v3,4,32,197.89,13.03,29.9,29.0927,33.2273
vm-104144,cluster-5,100,Standard_E8s_v3,8,64,392.85,12.44,25.21,27.0222,31.858
vm-104145,cluster-14,84,Standard_F4s_v2,4,8,108.29,23.29,23.24,30.01452381,33.89202381
vm-104146,cluster-3,100,Standard_B1s,1,1,8.06,82.56,75.79,29.0927,33.2273
vm-104147,cluster-23,107,Standard_B2s,2,4,21.46,34.24,48.24,29.45766355,30.96635514
vm-104148,cluster-39,113,Standard_DS3_v2,4,8,132.79,16.18,29.9,28.6359292,30.87619469
vm-104149,cluster-30,91,Standard_D4s_v3,4,16,143.65,29.9,29.61,30.92164835,31.86230769
vm-104150,cluster-50,99,Standard_B1s,1,1,7.79,79.27,74.56,30.89232323,34.41474747
vm-104151,cluster-45,86,Standard_B1s,1,1,7.85,11.16,16.87,27.955,31.71430233
vm-104152,cluster-23,107,Standard_DS3_v2,4,8,133.06,19.14,25.1,29.45766355,30.96635514
vm-104153,cluster-27,85,Standard_B2s,2,4,21.38,70,31.67,31.456,34.09611765
vm-104154,cluster-10,114,Standard_D1s_v3,1,3,38.84,29.9,10.39,28.53166667,32.41350877
vm-104155,cluster-25,102,Standard_B1s,1,1,7.98,13.26,27.66,29.09637255,30.62176471
vm-104156,cluster-13,119,Standard_D2s_v3,2,8,68.32,47.74,50.25,30.93142857,33.1905042
vm-104157,cluster-16,115,Standard_E4s_v3,4,32,194.83,61.71,80,32.42495652,35.61747826
vm-104158,cluster-41,98,Standard_M8ms,8,192,1464.34,8.18,27.05,27.47755102,29.77244898
vm-104159,cluster-34,89,Standard_D2s_v3,2,8,68.34,81.44,79.44,32.59314607,34.07651685
vm-104160,cluster-37,101,Standard_D2s_v3,2,8,68.58,8.26,18.79,30.84445545,32.48534653
vm-104161,cluster-22,97,Standard_B1s,1,1,7.87,17.75,8.36,29.02226804,31.79835052
vm-104162,cluster-17,106,Standard_D2s_v3,2,8,69.88,30.5,52.1,32.69113208,34.37858491
vm-104163,cluster-23,107,Standard_B2s,2,4,21.79,18.92,14.33,29.45766355,30.96635514
vm-104164,cluster-36,96,Standard_E2s_v3,2,16,117.65,86.77,78.69,31.16125,32.08541667
vm-104165,cluster-49,103,Standard_B2s,2,4,22.08,45.49,35.11,30.55339806,35.20300971
vm-104166,cluster-9,107,Standard_D1s_v3,1,3,39.43,41.9,42.64,28.79214953,31.77672897
vm-104167,cluster-2,111,Standard_B1s,1,1,7.78,14,12.23,32.70495495,34.45828829
vm-104168,cluster-32,86,Standard_D1s_v3,1,3,40.4,8.17,29.9,28.06523256,30.29674419
vm-104169,cluster-50,99,Standard_B1s,1,1,8.06,58.81,53.56,30.89232323,34.41474747
vm-104170,cluster-22,97,Standard_D1s_v3,1,3,39.8,30,59.03,29.02226804,31.79835052
vm-104171,cluster-43,99,Standard_M16ms,16,384,3017.97,16.97,4.19,28.22444444,31.18787879
vm-104172,cluster-13,119,Standard_F2s_v2,2,4,58.61,17.87,25.62,30.93142857,33.1905042
vm-104173,cluster-8,92,Standard_D2s_v3,2,8,71.61,11.06,19.7,30.88869565,34.98445652
vm-104174,cluster-1,98,Standard_DS4_v2,8,16,266.03,11.02,26.41,29.765,34.26387755
vm-104175,cluster-17,106,Standard_D32s_v3,32,128,1152.29,21.11,21.08,32.69113208,34.37858491
vm-104176,cluster-12,107,Standard_E2s_v3,2,16,123.56,22.11,20.48,28.98738318,31.40728972
vm-104177,cluster-4,102,Standard_E4s_v3,4,32,195.96,70,83.55,28.31901961,30.97411765
vm-104178,cluster-13,119,Standard_B2s,2,4,22.06,51.02,71.61,30.93142857,33.1905042
vm-104179,cluster-31,111,Standard_D1s_v3,1,3,40.86,66.04,46,33.35711712,35.1618018
vm-104180,cluster-41,98,Standard_B2s,2,4,22.22,10.94,14.3,27.47755102,29.77244898
vm-104181,cluster-7,98,Standard_F4s_v2,4,8,108.5,42.09,59.92,30.36265306,31.53826531
vm-104182,cluster-23,107,Standard_F4s_v2,4,8,107.59,12.82,13.4,29.45766355,30.96635514
vm-104183,cluster-24,102,Standard_D1s_v3,1,3,40.28,7.02,25.54,33.89843137,37.58088235
vm-104184,cluster-5,100,Standard_B1s,1,1,7.89,24.83,29.9,27.0222,31.858
vm-104185,cluster-5,100,Standard_E2s_v3,2,16,119,14.95,23.64,27.0222,31.858
vm-104186,cluster-17,106,Standard_B1s,1,1,7.96,25.55,21.3,32.69113208,34.37858491
vm-104187,cluster-30,91,Standard_E2s_v3,2,16,118.68,89.5,71.01,30.92164835,31.86230769
vm-104188,cluster-9,107,Standard_DS3_v2,4,8,132.52,32.98,62.51,28.79214953,31.77672897
vm-104189,cluster-6,94,Standard_DS3_v2,4,8,129.2,53.96,44.57,31.27457447,33.8856383
vm-104190,cluster-25,102,Standard_B4ms,4,16,81.68,12.45,14.12,29.09637255,30.62176471
vm-104191,cluster-19,106,Standard_F8s_v2,8,16,216,70,74.37,33.03849057,36.94792453
vm-104192,cluster-16,115,Standard_D2s_v3,2,8,71.53,42,55.99,32.42495652,35.61747826
vm-104193,cluster-21,95,Standard_DS3_v2,4,8,132.5,15.91,18.56,29.69989474,31.52484211
vm-104194,cluster-2,111,Standard_E2s_v3,2,16,117.05,12.77,27.91,32.70495495,34.45828829
vm-104195,cluster-10,114,Standard_D1s_v3,1,3,41.12,22.5,14.43,28.53166667,32.41350877
vm-104196,cluster-16,115,Standard_B1s,1,1,7.87,23.3,15.42,32.42495652,35.61747826
vm-104197,cluster-37,101,Standard_D1s_v3,1,3,40.2,38.11,53.71,30.84445545,32.48534653
vm-104198,cluster-15,99,Standard_F2s_v2,2,4,59.24,20.19,18.64,30.97131313,33.51333333
vm-104199,cluster-13,119,Standard_E2s_v3,2,16,119.56,25.84,17.33,30.93142857,33.1905042
vm-104200,cluster-13,119,Standard_E4s_v3,4,32,204.08,19.99,7.49,30.93142857,33.1905042
vm-104201,cluster-32,86,Standard_D1s_v3,1,3,39.72,10.55,18.45,28.06523256,30.29674419
vm-104202,cluster-45,86,Standard_B1s,1,1,7.8,65.97,33.79,27.955,31.71430233
vm-104203,cluster-47,87,Standard_M8ms,8,192,1457.76,21.45,18.61,29.85241379,31.44597701
vm-104204,cluster-46,84,Standard_B1s,1,1,7.89,83.22,84.89,29.13321429,31.1272619
vm-104205,cluster-8,92,Standard_F2s_v2,2,4,58.96,39.92,54.34,30.88869565,34.98445652
vm-104206,cluster-43,99,Standard_E2s_v3,2,16,120.03,9.4,29.9,28.22444444,31.18787879
vm-104207,cluster-18,114,Standard_D2s_v3,2,8,71.6,43.77,58.69,29.90236842,30.61052632
vm-104208,cluster-36,96,Standard_B1s,1,1,8.12,12.3,22.77,31.16125,32.08541667
vm-104209,cluster-26,115,Standard_B1s,1,1,7.9,7.23,20.91,31.49956522,33.43756522
vm-104210,cluster-10,114,Standard_B1s,1,1,8.22,29.9,29.48,28.53166667,32.41350877
vm-104211,cluster-31,111,Standard_E2s_v3,2,16,121.97,15.45,23.52,33.35711712,35.1618018
vm-104212,cluster-33,116,Standard_D2s_v3,2,8,68.72,20.92,9.68,28.79327586,30.84103448
vm-104213,cluster-29,108,Standard_D1s_v3,1,3,39.61,8.86,14.53,29.33583333,30.73490741
vm-104214,cluster-5,100,Standard_E2s_v3,2,16,121.5,22.87,29.9,27.0222,31.858
vm-104215,cluster-13,119,Standard_E4s_v3,4,32,194.98,23.26,26.83,30.93142857,33.1905042
vm-104216,cluster-1,98,Standard_B1s,1,1,7.94,10.49,9.61,29.765,34.26387755
vm-104217,cluster-23,107,Standard_D2s_v3,2,8,71.04,26.03,15.02,29.45766355,30.96635514
vm-104218,cluster-40,78,Standard_F4s_v2,4,8,107.17,11.69,22.35,29.16679487,30.12717949
vm-104219,cluster-3,100,Standard_D1s_v3,1,3,40.85,16.72,29.9,29.0927,33.2273
vm-104220,cluster-3,100,Standard_D1s_v3,1,3,39.97,12.8,16.67,29.0927,33.2273
vm-104221,cluster-7,98,Standard_E2s_v3,2,16,120.98,43.71,64.72,30.36265306,31.53826531
vm-104222,cluster-36,96,Standard_D8s_v3,8,32,286.24,14.46,8.76,31.16125,32.08541667
vm-104223,cluster-35,92,Standard_D4s_v3,4,16,143.13,45.4,42.81,30.91619565,31.5298913
vm-104224,cluster-15,99,Standard_E2s_v3,2,16,117.53,11.7,17.13,30.97131313,33.51333333
vm-104225,cluster-40,78,Standard_DS3_v2,4,8,131.1,23.07,23.15,29.16679487,30.12717949
vm-104226,cluster-3,100,Standard_B2s,2,4,21.46,14.97,5.11,29.0927,33.2273
vm-104227,cluster-29,108,Standard_E2s_v3,2,16,117.97,23.97,8.79,29.33583333,30.73490741
vm-104228,cluster-30,91,Standard_F2s_v2,2,4,58.22,22.38,21.75,30.92164835,31.86230769
vm-104229,cluster-39,113,Standard_D1s_v3,1,3,38.91,22.16,29.62,28.6359292,30.87619469
vm-104230,cluster-18,114,Standard_DS3_v2,4,8,128.17,13.45,25.48,29.90236842,30.61052632
vm-104231,cluster-11,98,Standard_D2s_v3,2,8,69.99,18.53,12.81,30.00326531,31.15336735
vm-104232,cluster-43,99,Standard_B2s,2,4,22.45,10.86,16.24,28.22444444,31.18787879
vm-104233,cluster-49,103,Standard_D8s_v3,8,32,275.7,18.79,28.39,30.55339806,35.20300971
vm-104234,cluster-38,99,Standard_B1s,1,1,7.98,29.9,18.17,34.45858586,37.30060606
vm-104235,cluster-40,78,Standard_D1s_v3,1,3,40.34,79.01,80.22,29.16679487,30.12717949
vm-104236,cluster-1,98,Standard_B1s,1,1,8.14,10.67,25.27,29.765,34.26387755
vm-104237,cluster-29,108,Standard_B4ms,4,16,80.22,70,30,29.33583333,30.73490741
vm-104238,cluster-10,114,Standard_DS3_v2,4,8,126.14,11.1,13.27,28.53166667,32.41350877
vm-104239,cluster-28,99,Standard_B2s,2,4,22.32,15.5,1,31.59616162,32.48343434
vm-104240,cluster-31,111,Standard_F4s_v2,4,8,107.02,71.84,73.82,33.35711712,35.1618018
vm-104241,cluster-19,106,Standard_B2s,2,4,22.57,60.7,64.38,33.03849057,36.94792453
vm-104242,cluster-3,100,Standard_B4ms,4,16,81.09,9.49,13.46,29.0927,33.2273
vm-104243,cluster-36,96,Standard_F2s_v2,2,4,58.94,48.97,52.34,31.16125,32.08541667
vm-104244,cluster-43,99,Standard_F2s_v2,2,4,59.93,40.54,52.64,28.22444444,31.18787879
vm-104245,cluster-15,99,Standard_L8s,8,64,804.87,20.32,13.4,30.97131313,33.51333333
vm-104246,cluster-33,116,Standard_D1s_v3,1,3,39.75,17.12,17.49,28.79327586,30.84103448
vm-104247,cluster-41,98,Standard_B1s,1,1,7.93,25.27,14.85,27.47755102,29.77244898
vm-104248,cluster-43,99,Standard_E2s_v3,2,16,116.7,20.9,18.68,28.22444444,31.18787879
vm-104249,cluster-45,86,Standard_M8ms,8,192,1540,43.8,73.66,27.955,31.71430233
vm-104250,cluster-26,115,Standard_B2s,2,4,21.43,28.87,13.64,31.49956522,33.43756522
vm-104251,cluster-16,115,Standard_B1s,1,1,8.01,42.52,58.55,32.42495652,35.61747826
vm-104252,cluster-36,96,Standard_B2s,2,4,21.54,15.26,21.22,31.16125,32.08541667
vm-104253,cluster-33,116,Standard_D2s_v3,2,8,69.18,8.58,16.19,28.79327586,30.84103448
vm-104254,cluster-20,87,Standard_B1s,1,1,8.1,17.16,26.28,29.1954023,31.26563218
vm-104255,cluster-13,119,Standard_F4s_v2,4,8,110.13,4.09,16.27,30.93142857,33.1905042
vm-104256,cluster-33,116,Standard_D32s_v3,32,128,1119.74,20.33,19.6,28.79327586,30.84103448
vm-104257,cluster-5,100,Standard_F2s_v2,2,4,59.93,21.9,28.32,27.0222,31.858
vm-104258,cluster-37,101,Standard_B2s,2,4,21.48,70,79.93,30.84445545,32.48534653
vm-104259,cluster-14,84,Standard_B2s,2,4,21.63,19.4,21,30.01452381,33.89202381
vm-104260,cluster-27,85,Standard_B1s,1,1,7.81,3.29,23.23,31.456,34.09611765
vm-104261,cluster-23,107,Standard_DS4_v2,8,16,252.94,16.95,16,29.45766355,30.96635514
vm-104262,cluster-14,84,Standard_F2s_v2,2,4,58.9,60.11,54.57,30.01452381,33.89202381
vm-104263,cluster-40,78,Standard_B2s,2,4,21.35,79.64,79.76,29.16679487,30.12717949
vm-104264,cluster-4,102,Standard_F4s_v2,4,8,108.21,13.66,23.15,28.31901961,30.97411765
vm-104265,cluster-39,113,Standard_F2s_v2,2,4,61.07,15.65,15.97,28.6359292,30.87619469
vm-104266,cluster-19,106,Standard_E2s_v3,2,16,117.77,21.93,18.16,33.03849057,36.94792453
vm-104267,cluster-47,87,Standard_B1s,1,1,7.78,19.92,9.5,29.85241379,31.44597701
vm-104268,cluster-4,102,Standard_E4s_v3,4,32,202.39,41.7,70.54,28.31901961,30.97411765
vm-104269,cluster-30,91,Standard_L8s,8,64,804.52,21.28,11.43,30.92164835,31.86230769
vm-104270,cluster-19,106,Standard_E2s_v3,2,16,123.12,35.26,65.37,33.03849057,36.94792453
vm-104271,cluster-31,111,Standard_M8ms,8,192,1460.22,5.12,29.9,33.35711712,35.1618018
vm-104272,cluster-31,111,Standard_B1s,1,1,8.05,40.64,43.24,33.35711712,35.1618018
vm-104273,cluster-9,107,Standard_F2s_v2,2,4,61.38,30,50.25,28.79214953,31.77672897
vm-104274,cluster-13,119,Standard_E2s_v3,2,16,117.52,15.96,24.5,30.93142857,33.1905042
vm-104275,cluster-14,84,Standard_E2s_v3,2,16,117.36,17.63,10.5,30.01452381,33.89202381
vm-104276,cluster-46,84,Standard_B2s,2,4,22.51,1,5.85,29.13321429,31.1272619
vm-104277,cluster-10,114,Standard_B2s,2,4,22.32,21.69,5.82,28.53166667,32.41350877
vm-104278,cluster-48,103,Standard_B1s,1,1,8.05,21.74,20.9,30.88825243,34.43262136
vm-104279,cluster-31,111,Standard_B2s,2,4,22.08,42.14,55.63,33.35711712,35.1618018
vm-104280,cluster-37,101,Standard_D1s_v3,1,3,39.29,19.84,20.19,30.84445545,32.48534653
vm-104281,cluster-23,107,Standard_B4ms,4,16,78.67,20.22,11.84,29.45766355,30.96635514
vm-104282,cluster-27,85,Standard_D1s_v3,1,3,41.07,19.64,20.55,31.456,34.09611765
vm-104283,cluster-6,94,Standard_B1s,1,1,8.03,37.51,42.35,31.27457447,33.8856383
vm-104284,cluster-26,115,Standard_D2s_v3,2,8,71.01,29.9,27.54,31.49956522,33.43756522
vm-104285,cluster-2,111,Standard_E2s_v3,2,16,122.09,11.64,21.89,32.70495495,34.45828829
vm-104286,cluster-45,86,Standard_F8s_v2,8,16,222.62,19.92,29.9,27.955,31.71430233
vm-104287,cluster-13,119,Standard_E2s_v3,2,16,118.03,25.21,7.12,30.93142857,33.1905042
vm-104288,cluster-50,99,Standard_B2s,2,4,21.94,25.07,25.16,30.89232323,34.41474747
vm-104289,cluster-19,106,Standard_D4s_v3,4,16,138.36,20.43,26.52,33.03849057,36.94792453
vm-104290,cluster-1,98,Standard_D2s_v3,2,8,68.78,29.9,18.68,29.765,34.26387755
vm-104291,cluster-40,78,Standard_B1s,1,1,7.81,20.34,29.9,29.16679487,30.12717949
vm-104292,cluster-32,86,Standard_D2s_v3,2,8,67.96,12.91,20.77,28.06523256,30.29674419
vm-104293,cluster-22,97,Standard_D8s_v3,8,32,280.73,44.69,64.97,29.02226804,31.79835052
vm-104294,cluster-48,103,Standard_B2s,2,4,21.56,20.39,5.93,30.88825243,34.43262136
vm-104295,cluster-29,108,Standard_D1s_v3,1,3,40.85,23.09,24.41,29.33583333,30.73490741
vm-104296,cluster-2,111,Standard_B1s,1,1,8.15,79.11,76.32,32.70495495,34.45828829
vm-104297,cluster-40,78,Standard_B1s,1,1,7.98,21.6,24.39,29.16679487,30.12717949
vm-104298,cluster-38,99,Standard_F2s_v2,2,4,59.62,18.29,12.06,34.45858586,37.30060606
vm-104299,cluster-48,103,Standard_E2s_v3,2,16,120.49,1,26.79,30.88825243,34.43262136
vm-104300,cluster-11,98,Standard_B1s,1,1,8.07,55.76,61.11,30.00326531,31.15336735
vm-104301,cluster-17,106,Standard_L8s,8,64,779.42,39.78,30.91,32.69113208,34.37858491
vm-104302,cluster-43,99,Standard_B4ms,4,16,80.68,81.76,81.71,28.22444444,31.18787879
vm-104303,cluster-8,92,Standard_E2s_v3,2,16,116.86,39.26,39.29,30.88869565,34.98445652
vm-104304,cluster-22,97,Standard_E4s_v3,4,32,198.14,17.64,9.24,29.02226804,31.79835052
vm-104305,cluster-4,102,Standard_B1s,1,1,8.07,14.94,17.07,28.31901961,30.97411765
vm-104306,cluster-11,98,Standard_F2s_v2,2,4,58.86,26.32,21.61,30.00326531,31.15336735
vm-104307,cluster-8,92,Standard_E2s_v3,2,16,118.32,19.78,29.08,30.88869565,34.98445652
vm-104308,cluster-9,107,Standard_E4s_v3,4,32,199.52,36.33,30,28.79214953,31.77672897
vm-104309,cluster-26,115,Standard_D4s_v3,4,16,139.02,17.68,11.58,31.49956522,33.43756522
vm-104310,cluster-2,111,Standard_D1s_v3,1,3,41.17,25.06,20.26,32.70495495,34.45828829
vm-104311,cluster-16,115,Standard_L8s,8,64,815.25,17.6,17.95,32.42495652,35.61747826
vm-104312,cluster-31,111,Standard_B1s,1,1,8.24,58.84,30,33.35711712,35.1618018
vm-104313,cluster-6,94,Standard_DS4_v2,8,16,265.35,12.37,22.43,31.27457447,33.8856383
vm-104314,cluster-21,95,Standard_M8ms,8,192,1542.17,22.2,19.13,29.69989474,31.52484211
vm-104315,cluster-26,115,Standard_D1s_v3,1,3,40.7,17.04,25.41,31.49956522,33.43756522
vm-104316,cluster-19,106,Standard_DS3_v2,4,8,130.28,32.37,57.6,33.03849057,36.94792453
vm-104317,cluster-28,99,Standard_B1s,1,1,8.17,50.32,54.16,31.59616162,32.48343434
vm-104318,cluster-8,92,Standard_B2s,2,4,21.97,17.71,10.28,30.88869565,34.98445652
vm-104319,cluster-14,84,Standard_D2s_v3,2,8,71.77,22.94,29.9,30.01452381,33.89202381
vm-104320,cluster-24,102,Standard_E2s_v3,2,16,123.4,29.9,15.54,33.89843137,37.58088235
vm-104321,cluster-48,103,Standard_L8s,8,64,784.04,17,20.65,30.88825243,34.43262136
vm-104322,cluster-44,93,Standard_F4s_v2,4,8,111.36,14.35,28.11,29.77021505,34.46806452
vm-104323,cluster-37,101,Standard_F2s_v2,2,4,58.38,65.41,46.77,30.84445545,32.48534653
vm-104324,cluster-26,115,Standard_D4s_v3,4,16,142.86,8.57,18.71,31.49956522,33.43756522
vm-104325,cluster-31,111,Standard_L8s,8,64,791.28,39.29,59.19,33.35711712,35.1618018
vm-104326,cluster-32,86,Standard_B1s,1,1,8.08,57.53,63.31,28.06523256,30.29674419
vm-104327,cluster-50,99,Standard_D16s_v3,16,64,563.25,5.65,13.23,30.89232323,34.41474747
vm-104328,cluster-41,98,Standard_B1s,1,1,8.11,17.27,29.9,27.47755102,29.77244898
vm-104329,cluster-2,111,Standard_E4s_v3,4,32,198.61,73.79,90.17,32.70495495,34.45828829
vm-104330,cluster-25,102,Standard_D1s_v3,1,3,39.04,22.39,29.9,29.09637255,30.62176471
vm-104331,cluster-44,93,Standard_B1s,1,1,7.89,15.96,6.54,29.77021505,34.46806452
vm-104332,cluster-2,111,Standard_F2s_v2,2,4,59.46,7.7,17.16,32.70495495,34.45828829
vm-104333,cluster-42,115,Standard_E2s_v3,2,16,119.17,84.19,83.8,31.29747826,33.29347826
vm-104334,cluster-1,98,Standard_B2s,2,4,22.05,35.69,56.12,29.765,34.26387755
vm-104335,cluster-36,96,Standard_B1s,1,1,8.02,13.58,16.8,31.16125,32.08541667
vm-104336,cluster-12,107,Standard_E2s_v3,2,16,116.91,15.21,21.3,28.98738318,31.40728972
vm-104337,cluster-9,107,Standard_D8s_v3,8,32,279.38,17.11,28.63,28.79214953,31.77672897
vm-104338,cluster-36,96,Standard_B2s,2,4,22.52,16.93,23.03,31.16125,32.08541667
vm-104339,cluster-41,98,Standard_D1s_v3,1,3,40.88,29.9,29.76,27.47755102,29.77244898
vm-104340,cluster-28,99,Standard_F2s_v2,2,4,61.7,24.79,14.89,31.59616162,32.48343434
vm-104341,cluster-38,99,Standard_B1s,1,1,7.84,21.84,22.26,34.45858586,37.30060606
vm-104342,cluster-33,116,Standard_E4s_v3,4,32,199.27,25.03,27.36,28.79327586,30.84103448
vm-104343,cluster-42,115,Standard_E4s_v3,4,32,194.62,19.43,14.4,31.29747826,33.29347826
vm-104344,cluster-46,84,Standard_E2s_v3,2,16,123.59,7.94,7.28,29.13321429,31.1272619
vm-104345,cluster-22,97,Standard_B2s,2,4,21.41,55.77,41.59,29.02226804,31.79835052
vm-104346,cluster-25,102,Standard_D4s_v3,4,16,141.08,29.9,29.9,29.09637255,30.62176471
vm-104347,cluster-18,114,Standard_D2s_v3,2,8,71.1,22.13,25.58,29.90236842,30.61052632
vm-104348,cluster-6,94,Standard_E4s_v3,4,32,199.9,29.58,16.06,31.27457447,33.8856383
vm-104349,cluster-18,114,Standard_E2s_v3,2,16,122.98,15.73,25.72,29.90236842,30.61052632
vm-104350,cluster-16,115,Standard_D4s_v3,4,16,138.58,14.13,29.9,32.42495652,35.61747826
vm-104351,cluster-15,99,Standard_E2s_v3,2,16,120.51,63.12,30.67,30.97131313,33.51333333
vm-104352,cluster-48,103,Standard_F2s_v2,2,4,60.14,70,55.55,30.88825243,34.43262136
vm-104353,cluster-8,92,Standard_M8ms,8,192,1544.39,22.84,22.1,30.88869565,34.98445652
vm-104354,cluster-13,119,Standard_D2s_v3,2,8,71.51,20.77,21.55,30.93142857,33.1905042
vm-104355,cluster-43,99,Standard_E2s_v3,2,16,116.91,20.62,18.58,28.22444444,31.18787879
vm-104356,cluster-7,98,Standard_D1s_v3,1,3,40.06,87.2,73.61,30.36265306,31.53826531
vm-104357,cluster-17,106,Standard_E2s_v3,2,16,117.8,89.4,83.23,32.69113208,34.37858491
vm-104358,cluster-50,99,Standard_E2s_v3,2,16,123.24,17.7,22.66,30.89232323,34.41474747
vm-104359,cluster-32,86,Standard_D1s_v3,1,3,39.88,27.95,6.94,28.06523256,30.29674419
vm-104360,cluster-22,97,Standard_B1s,1,1,7.95,11.05,24.42,29.02226804,31.79835052
vm-104361,cluster-13,119,Standard_E2s_v3,2,16,123.33,19.08,14.55,30.93142857,33.1905042
vm-104362,cluster-47,87,Standard_B4ms,4,16,81.32,18.91,17.06,29.85241379,31.44597701
vm-104363,cluster-23,107,Standard_D2s_v3,2,8,68.75,13.14,12.98,29.45766355,30.96635514
vm-104364,cluster-29,108,Standard_D1s_v3,1,3,39.69,13.53,17.35,29.33583333,30.73490741
vm-104365,cluster-22,97,Standard_F4s_v2,4,8,111.99,26.18,16.01,29.02226804,31.79835052
vm-104366,cluster-1,98,Standard_B1s,1,1,7.92,20.17,29.9,29.765,34.26387755
vm-104367,cluster-29,108,Standard_F2s_v2,2,4,60.29,6.05,13.33,29.33583333,30.73490741
vm-104368,cluster-48,103,Standard_D1s_v3,1,3,39.9,17.04,22.23,30.88825243,34.43262136
vm-104369,cluster-5,100,Standard_D1s_v3,1,3,39.41,56.58,56.51,27.0222,31.858
vm-104370,cluster-35,92,Standard_D1s_v3,1,3,38.99,22.21,17.25,30.91619565,31.5298913
vm-104371,cluster-10,114,Standard_B2s,2,4,22.56,25.19,22.4,28.53166667,32.41350877
vm-104372,cluster-19,106,Standard_B1s,1,1,8.06,21.13,7.25,33.03849057,36.94792453
vm-104373,cluster-37,101,Standard_B2s,2,4,22.07,18,20.18,30.84445545,32.48534653
vm-104374,cluster-7,98,Standard_D2s_v3,2,8,69.17,10.29,17.86,30.36265306,31.53826531
vm-104375,cluster-46,84,Standard_F2s_v2,2,4,60.16,54,40.55,29.13321429,31.1272619
vm-104376,cluster-35,92,Standard_B2s,2,4,21.63,43.79,30,30.91619565,31.5298913
vm-104377,cluster-45,86,Standard_E4s_v3,4,32,205.34,48.81,45.83,27.955,31.71430233
vm-104378,cluster-13,119,Standard_B1s,1,1,7.98,46.07,47.89,30.93142857,33.1905042
vm-104379,cluster-10,114,Standard_D2s_v3,2,8,69.02,28.96,12.66,28.53166667,32.41350877
vm-104380,cluster-2,111,Standard_B1s,1,1,8.11,41.58,30,32.70495495,34.45828829
vm-104381,cluster-6,94,Standard_B1s,1,1,7.87,32.64,41.18,31.27457447,33.8856383
vm-104382,cluster-8,92,Standard_E2s_v3,2,16,122.73,16.81,21.8,30.88869565,34.98445652
vm-104383,cluster-36,96,Standard_D2s_v3,2,8,69.61,53.7,48.68,31.16125,32.08541667
vm-104384,cluster-25,102,Standard_DS4_v2,8,16,261.37,19.38,9.66,29.09637255,30.62176471
vm-104385,cluster-44,93,Standard_D2s_v3,2,8,68.1,9.87,29.9,29.77021505,34.46806452
vm-104386,cluster-47,87,Standard_M8ms,8,192,1541.18,22.31,21.44,29.85241379,31.44597701
vm-104387,cluster-40,78,Standard_B1s,1,1,7.81,16.03,20.45,29.16679487,30.12717949
vm-104388,cluster-7,98,Standard_B1s,1,1,8.21,20.47,22.86,30.36265306,31.53826531
vm-104389,cluster-46,84,Standard_B1s,1,1,8.16,25.59,21.52,29.13321429,31.1272619
vm-104390,cluster-23,107,Standard_D1s_v3,1,3,39.1,27.62,23.47,29.45766355,30.96635514
vm-104391,cluster-19,106,Standard_D2s_v3,2,8,68.58,21.07,21.08,33.03849057,36.94792453
vm-104392,cluster-46,84,Standard_E2s_v3,2,16,122.28,12.13,29.13,29.13321429,31.1272619
vm-104393,cluster-22,97,Standard_B1s,1,1,8.1,21.18,21.68,29.02226804,31.79835052
vm-104394,cluster-13,119,Standard_L8s,8,64,814.06,16.98,19.79,30.93142857,33.1905042
vm-104395,cluster-21,95,Standard_E4s_v3,4,32,195.26,29.9,12.63,29.69989474,31.52484211
vm-104396,cluster-1,98,Standard_D1s_v3,1,3,41.01,16.9,27.61,29.765,34.26387755
vm-104397,cluster-19,106,Standard_B1s,1,1,8.04,36.91,55.53,33.03849057,36.94792453
vm-104398,cluster-33,116,Standard_D1s_v3,1,3,39.44,51.6,48.51,28.79327586,30.84103448
vm-104399,cluster-4,102,Standard_B1s,1,1,7.87,27.56,14.54,28.31901961,30.97411765
